Date,Open,High,Low,Close,Volume
2000-06-30,80.38,84.50,80.00,84.06,16766900
2000-06-29,82.06,83.12,79.56,80.88,17454800
2000-06-28,82.06,85.00,81.69,82.94,15682000
2000-06-27,82.38,83.94,81.69,82.25,13786500
2000-06-26,80.25,83.44,79.25,82.69,19168700
2000-06-23,80.81,81.48,78.56,79.50,19884900
2000-06-22,84.62,84.94,81.00,81.50,20680200
2000-06-21,80.81,87.38,80.31,86.19,3190400
2000-06-20,86.94,89.50,79.00,86.05,25077400
2000-06-19,82.06,86.50,81.25,86.00,25215600
2000-06-16,81.88,83.75,81.06,81.88,19621000
2000-06-15,79.25,82.62,79.12,82.50,17695500
2000-06-14,81.88,82.00,78.75,79.00,16238300
2000-06-13,79.98,82.19,78.06,81.69,18236700
2000-06-12,82.56,82.81,80.25,80.56,11697900
2000-06-09,82.88,83.75,81.88,82.69,16238400
2000-06-08,81.88,82.75,80.25,82.38,22601300
2000-06-07,76.75,80.50,75.56,80.00,16651500
2000-06-06,80.50,81.50,76.25,77.06,19567400
2000-06-05,79.25,82.00,79.00,80.94,18356900
2000-06-02,80.50,81.50,78.50,80.19,28455400
2000-06-01,73.94,78.25,73.91,77.88,26043600
2000-05-31,73.25,76.44,71.50,71.88,24396700
2000-05-30,68.88,74.25,68.56,74.19,18783600
2000-05-26,66.81,69.50,65.06,67.00,14263800
2000-05-25,65.50,70.81,65.00,66.44,40046100
2000-05-24,61.77,64.50,58.12,64.25,42153100
2000-05-23,67.00,68.50,61.75,62.62,28703000
2000-05-22,70.06,70.25,62.75,67.81,45242800
2000-05-19,72.00,74.00,69.50,70.06,25401300
2000-05-18,78.31,78.75,72.44,73.06,22939200
2000-05-17,77.75,79.88,76.56,78.19,16615800
2000-05-16,77.62,79.75,77.06,79.19,18771400
2000-05-15,74.44,77.50,70.62,77.00,20500700
2000-05-12,73.31,76.44,73.06,74.19,19338700
2000-05-11,68.94,72.75,68.00,72.38,22939900
2000-05-10,70.94,73.12,66.75,67.62,34686300
2000-05-09,73.69,74.25,71.25,72.00,21359200
2000-05-08,75.31,76.00,72.00,72.31,17801800
2000-05-05,74.00,77.00,73.75,76.81,17409400
2000-05-04,75.31,76.94,73.12,74.25,19083700
2000-05-03,76.88,77.12,72.12,75.81,24440400
2000-05-02,78.94,79.50,76.00,77.81,16695000
2000-05-01,79.88,81.88,78.75,79.69,18225100
2000-04-28,78.50,80.03,78.12,79.94,20008600
2000-04-27,70.06,77.56,69.94,77.31,25689000
2000-04-26,76.12,77.81,71.06,72.19,23450100
2000-04-25,74.88,76.62,72.62,75.56,29939400
2000-04-24,67.38,72.69,67.00,72.44,29105300
2000-04-20,73.81,75.50,69.88,70.81,24293900
2000-04-19,78.62,79.56,74.00,74.56,22524800
2000-04-18,75.56,79.12,73.75,78.94,38241500
2000-04-17,60.50,75.00,60.17,74.81,6124200
2000-04-14,69.92,71.28,60.25,63.52,3465800
2000-04-13,74.88,77.50,71.50,71.94,31002600
2000-04-12,77.94,80.00,72.75,73.12,32940000
2000-04-11,80.19,81.62,76.81,77.38,34980600
2000-04-10,87.50,87.62,81.50,82.50,27243000
2000-04-07,83.69,87.50,83.00,87.12,22879100
2000-04-06,80.62,83.44,80.12,82.19,30630600
2000-04-05,73.25,81.00,72.55,78.25,36343100
2000-04-04,78.12,78.12,65.08,75.94,11339500
2000-04-03,78.62,80.62,75.00,76.88,34676400
2000-03-31,80.19,81.56,76.00,78.06,37901000
2000-03-30,78.50,84.50,77.70,78.44,34609600
2000-03-29,86.06,86.12,82.00,82.50,25551000
2000-03-28,87.62,90.00,85.50,86.56,17482600
2000-03-27,89.06,89.31,86.94,88.44,16094000
2000-03-24,86.81,89.69,86.44,87.00,25932000
2000-03-23,83.12,88.00,82.56,86.88,25047400
2000-03-22,81.00,84.38,78.88,84.06,25999600
2000-03-21,77.88,80.88,76.00,80.69,25884800
2000-03-20,80.50,80.62,77.56,78.12,22979400
2000-03-17,81.75,82.00,79.50,79.81,31225400
2000-03-16,80.69,83.00,76.69,81.94,47266300
2000-03-15,84.00,85.00,77.00,78.62,20605900
2000-03-14,81.88,83.75,76.50,77.00,34160900
2000-03-13,0.00,83.62,76.80,78.75,32312800
2000-03-10,84.00,84.06,80.25,81.62,21678300
2000-03-09,84.31,85.00,80.12,84.00,27429900
2000-03-08,77.38,83.56,75.00,83.12,30904100
2000-03-07,76.62,80.00,74.38,74.94,26374000
2000-03-06,0.00,76.94,72.38,75.75,22335500
2000-03-03,0.00,75.38,70.17,75.00,23015800
2000-03-02,0.00,73.56,67.88,68.50,25370600
2000-03-01,0.00,74.50,70.75,71.50,21912200
2000-02-29,73.38,74.50,71.12,74.25,26650800
2000-02-28,71.25,76.50,68.25,68.62,10771200
2000-02-25,61.88,71.00,61.88,70.62,435900
2000-02-24,63.19,65.06,60.25,61.94,34429200
2000-02-23,60.19,63.27,59.62,63.06,33892200
2000-02-22,59.12,61.44,56.31,59.31,37275100
2000-02-18,61.69,62.00,58.00,58.56,30918600
2000-02-17,61.75,62.75,60.00,61.62,19711100
2000-02-16,61.00,62.56,60.12,61.25,16459000
2000-02-15,61.62,63.19,59.12,61.38,23383400
2000-02-14,60.88,62.69,58.62,62.19,18459100
2000-02-11,62.50,64.75,58.75,59.69,27395800
2000-02-10,60.00,62.62,58.00,62.31,21912900
2000-02-09,60.06,61.31,58.81,60.44,25711000
2000-02-08,60.75,61.44,59.00,59.56,27120100
2000-02-07,59.31,60.50,58.42,59.81,21775100
2000-02-04,57.62,58.25,56.81,57.81,20009700
2000-02-03,55.38,57.00,54.25,56.69,27006500
2000-02-02,54.94,56.00,53.38,54.31,31306100
2000-02-01,51.25,54.31,50.00,54.00,27906200
2000-01-31,47.94,50.25,47.06,49.95,31814300
2000-01-28,51.50,51.94,45.75,47.38,41884500
2000-01-27,55.81,56.69,50.00,51.81,29827400
2000-01-26,56.75,58.94,55.00,55.06,23299200
2000-01-25,55.06,57.50,54.88,56.44,25494200
2000-01-24,60.25,60.38,53.69,54.19,24142700
2000-01-21,61.50,61.50,59.00,59.69,24683500
2000-01-20,59.00,60.25,58.12,59.25,26827300
2000-01-19,56.12,58.25,54.00,57.12,24163700
2000-01-18,107.88,114.50,105.63,111.25,16182600
2000-01-14,109.00,111.38,104.75,106.81,13972900
2000-01-13,108.50,109.88,103.50,105.25,13491800
2000-01-12,112.25,112.25,103.69,105.63,20484400
2000-01-11,112.63,114.75,109.50,112.38,20606700
2000-01-10,108.00,116.00,105.50,115.75,22296800
2000-01-07,95.00,103.63,93.56,103.38,22626600
2000-01-06,100.16,105.00,91.00,96.00,1495500
2000-01-05,101.63,106.38,96.00,102.00,16035300
2000-01-04,115.50,118.63,105.00,107.69,3852200
2000-01-03,124.63,125.19,111.63,118.13,23950800
